Arthofer,Buchenberger,Dopperlbauer,Eckerstorfer,Edinger,Eggetsberger,Engelberger
Felber,Foro,Gehbauer,Gangl,Gebhart,Groiß,Grubauer,Hörzi,Humer,Kaiser
Kellermair,Krenn,Kronlachner,Kronschläger,Scheuringer
Schmidmair,Schörgendorfer,Vucak,Wageneder,Wiesinger,Wohlschlager
